,title,keywords,abstract,label,freq,docID
42,"User requirements notation: The first ten years, the next ten years",Goal-oriented requirement language (GRL); Goals; Modeling; Review; Scenarios; Tools; Use case maps (UCM); User requirements notation (URN),"The User Requirements Notation (URN), standardized by the International Telecommunication Union in 2008, is used to model and analyze requirements with goals and scenarios. This paper describes the first ten years of development of URN, and discusses ongoing efforts targeting the next ten years. We did a study inspired by the systematic literature review approach, querying five major search engines and using the existing URN Virtual Library. Based on the 281 scientific publications related to URN we collected and analyzed, we observe a shift from a more conventional use of URN for telecommunications and reactive systems to business process management and aspect-oriented modeling, with relevant extensions to the language being proposed. URN also benefits from a global and active research community, although industrial contributions are still sparse. URN is now a leading language for goal-driven and scenario-oriented modeling with a promising future for many application domains. {\copyright} 2011 ACADEMY PUBLISHER.",0,141,43
43,Discovering and representing systematic code changes,,"Software engineers often inspect program differences when reviewing others' code changes, when writing check-in comments, or when determining why a program behaves differently from expected behavior after modification. Program differencing tools that support these tasks are limited in their ability to group related code changes or to detect potential inconsistencies in those changes. To overcome these limitations and to complement existing approaches, we built Logical Structural Diff (LSdiff), a tool that infers systematic structural differences as logic rules. LSdiff notes anomalies from systematic changes as exceptions to the logic rules. We conducted a focus group study with professional software engineers in a large E-commerce company; we also compared LSdiff's results with textual differences and with structural differences without rules. Our evaluation suggests that LSdiff complements existing differencing tools by grouping code changes that form systematic change patterns regardless of their distribution throughout the code, and its ability to discover anomalies shows promise in detecting inconsistent changes. {\copyright} 2009 IEEE.",0,141,44
44,Stepping into virtual reality,,"The fruit of many years experience on the creation of synthetic worlds and virtual realities, this book is based on the considerable expertise of the authors, who share their knowledge of mastering the complexities behind the creation of Virtual Reality (VR) applications. The first part of the book reviews the basic theoretical and practical concepts involved in the visual aspect of virtual environments. Part 2 provides more details on the components, structure and types of virtual worlds that can be created, including detailed explanations of the main modeling and animation techniques for virtual characters - one of the most important aspects in a virtual world. A review and discussion of the main types of VR system architectures defines the different alternatives for organizing and designing a VR application. The final part covers the main principles of Virtual Reality hardware using a generic classification of interaction devices based on a human-centered approach (via the five human senses: vision, sound, touch, smell and taste). The book closes with an overview of successful VR systems and applications and gives a glimpse of what lies in the future. This book was conceived as a guided tour and provides practical explanations of each step in the process of creating a Virtual Reality application. It can be used both as textbook for a Virtual Reality course, and as a reference for courses covering computer graphics, computer animation or human-computer interaction topics. {\copyright} Springer-Verlag London Limited 2008.",0,141,45
45,A bayesian approach for the detection of code and design smells,,"The presence of code and design smells can have a severe impact on the quality of a program. Consequently, their detection and correction have drawn the attention of both researchers and practitioners who have proposed various approaches to detect code and design smells in programs. However, none of these approaches handle the inherent uncertainty of the detection process. We propose a Bayesian approach to manage this uncertainty. First, we present a systematic process to convert existing state-of-the-art detection rules into a probabilistic model. We illustrate this process by generating a model to detect occurrences of the Blob antipattern. Second, we present results of the validation of the model: we built this model on two open-source programs, GanttProject v1.10.2 and Xerces v2.7.0, and measured its accuracy. Third, we compare our model with another approach to show that it returns the same candidate classes while ordering them to minimise the quality analysts' effort. Finally, we show that when past detection results are available, our model can be calibrated using machine learning techniques to offer an improved, context-specfic detection. {\copyright} 2009 IEEE.",1,12,46
46,Automated API property inference techniques,API evolution; API property; API usage pattern; data mining; interface; pattern mining; programming rules; protocols; specifications,"Frameworks and libraries offer reusable and customizable functionality through Application Programming Interfaces (APIs). Correctly using large and sophisticated APIs can represent a challenge due to hidden assumptions and requirements. Numerous approaches have been developed to infer properties of APIs, intended to guide their use by developers. With each approach come new definitions of API properties, new techniques for inferring these properties, and new ways to assess their correctness and usefulness. This paper provides a comprehensive survey of over a decade of research on automated property inference for APIs. Our survey provides a synthesis of this complex technical field along different dimensions of analysis: properties inferred, mining techniques, and empirical results. In particular, we derive a classification and organization of over 60 techniques into five different categories based on the type of API property inferred: unordered usage patterns, sequential usage patterns, behavioral specifications, migration mappings, and general information. {\copyright} 1976-2012 IEEE.",0,141,47
47,Innovative diagnostic tools for early detection of Alzheimer's disease,Alzheimer's disease; Diagnostic tools; Early detection; Noninvasive tests; Screening tests,"Current state-of-the-art diagnostic measures of Alzheimer's disease (AD) are invasive (cerebrospinal fluid analysis), expensive (neuroimaging) and time-consuming (neuropsychological assessment) and thus have limited accessibility as frontline screening and diagnostic tools for AD. Thus, there is an increasing need for additional noninvasive and/or cost-effective tools, allowing identification of subjects in the preclinical or early clinical stages of AD who could be suitable for further cognitive evaluation and dementia diagnostics. Implementation of such tests may facilitate early and potentially more effective therapeutic and preventative strategies for AD. Before applying them in clinical practice, these tools should be examined in ongoing large clinical trials. This review will summarize and highlight the most promising screening tools including neuropsychometric, clinical, blood, and neurophysiological tests. {\copyright} 2015 The Alzheimer's Association.",0,141,48
48,Revisiting common bug prediction findings using effort-aware models,,"Bug prediction models are often used to help allocate software quality assurance efforts (e.g. testing and code reviews). Mende and Koschke have recently proposed bug prediction models that are effort-aware. These models factor in the effort needed to review or test code when evaluating the effectiveness of prediction models, leading to more realistic performance evaluations. In this paper, we revisit two common findings in the bug prediction literature: 1) Process metrics (e.g., change history) outperform product metrics (e.g., LOC), 2) Packagelevel predictions outperform file-level predictions. Through a case study on three projects from the Eclipse Foundation, we find that the first finding holds when effort is considered, while the second finding does not hold. These findings validate the practical significance of prior findings in the bug prediction literature and encourage their adoption in practice. {\copyright} 2010 IEEE.",0,141,49
49,Subjective evaluation of software evolvability using code smells: An empirical study,Code metrics; Code smells; Evolvability; Human factors; Maintainability; Perceived evaluation; Software metrics; Subjective evaluation,"This paper presents the results of an empirical study on the subjective evaluation of code smells that identify poorly evolvable structures in software. We propose use of the term software evolvability to describe the ease of further developing a piece of software and outline the research area based on four different viewpoints. Furthermore, we describe the differences between human evaluations and automatic program analysis based on software evolvability metrics. The empirical component is based on a case study in a Finnish software product company, in which we studied two topics. First, we looked at the effect of the evaluator when subjectively evaluating the existence of smells in code modules. We found that the use of smells for code evaluation purposes can be difficult due to conflicting perceptions of different evaluators. However, the demographics of the evaluators partly explain the variation. Second, we applied selected source code metrics for identifying four smells and compared these results to the subjective evaluations. The metrics based on automatic program analysis and the human-based smell evaluations did not fully correlate. Based upon our results, we suggest that organizations should make decisions regarding software evolvability improvement based on a combination of subjective evaluations and code metrics. Due to the limitations of the study we also recognize the need for conducting more refined studies and experiments in the area of software evolvability.",0,141,50
50,Individual variation in resisting temptation: Implications for addiction,Accumbens; Binge eating; Dopamine; Goal-tracking; Human; Individual differences; Learning; Motivation; Obesity; Pavlovian; Rat; Relapse; Sign-tracking,"When exposed to the sights, sounds, smells and/or places that have been associated with rewards, such as food or drugs, some individuals have difficulty resisting the temptation to seek out and consume them. Others have less difficulty restraining themselves. Thus, Pavlovian reward cues may motivate maladaptive patterns of behavior to a greater extent in some individuals than in others. We are just beginning to understand the factors underlying individual differences in the extent to which reward cues acquire powerful motivational properties, and therefore, the ability to act as incentive stimuli. Here we review converging evidence from studies in both human and non-human animals suggesting that a subset of individuals are more ""cue reactive"", in that certain reward cues are more likely to attract these individuals to them and motivate actions to get them. We suggest that those individuals for whom Pavlovian reward cues become especially powerful incentives may be more vulnerable to impulse control disorders, such as binge eating and addiction. {\copyright} 2013 Elsevier Ltd.",0,141,51
51,Neuromarketing: Exploring the brain of the consumer,,"Over the last 10 years advances in the new field of neuromarketing have yielded a host of findings which defy common stereotypes about consumer behavior. Reason and emotions do not necessarily appear as opposing forces. Rather, they complement one another. Hence, it reveals that consumers utilize mental accounting processes different from those assumed in marketers' logical inferences when it comes to time, problems with rating and choosing, and in post-purchase evaluation. People are often guided by illusions not only when they perceive the outside world but also when planning their actions - and consumer behavior is no exception. Strengthening the control over their own desires and the ability to navigate the maze of data are crucial skills consumers can gain to benefit themselves, marketers and the public. Understanding the mind of the consumer is the hardest task faced by business researchers. This book presents the first analytical perspective on the brain - and biometric studies which open a new frontier in market research. {\copyright} Springer-Verlag Berlin Heidelberg 2010.",0,141,52
52,Comparing and experimenting machine learning techniques for code smell detection,Benchmark for code smell detection; Code smells detection; Machine learning techniques,"Several code smell detection tools have been developed providing different results, because smells can be subjectively interpreted, and hence detected, in different ways. In this paper, we perform the largest experiment of applying machine learning algorithms to code smells to the best of our knowledge. We experiment 16 different machine-learning algorithms on four code smells (Data Class, Large Class, Feature Envy, Long Method) and 74 software systems, with 1986 manually validated code smell samples. We found that all algorithms achieved high performances in the cross-validation data set, yet the highest performances were obtained by J48 and Random Forest, while the worst performance were achieved by support vector machines. However, the lower prevalence of code smells, i.e., imbalanced data, in the entire data set caused varying performances that need to be addressed in the future studies. We conclude that the application of machine learning to the detection of these code smells can provide high accuracy (>96 %), and only a hundred training examples are needed to reach at least 95 % accuracy. {\copyright} 2015, Springer Science+Business Media New York.",1,12,53
53,A quantitative investigation of the acceptable risk levels of object-oriented metrics in open-source systems,CK metrics; Object-oriented programming; Open-source software; Product metrics; Threshold values,"Object-oriented metrics have been validated empirically as measures of design complexity. These metrics can be used to mitigate potential problems in the software complexity. However, there are few studies that were conducted to formulate the guidelines, represented as threshold values, to interpret the complexity of the software design using metrics. Classes can be clustered into low and high risk levels using threshold values. In this paper, we use a statistical model, derived from the logistic regression, to identify threshold values for the Chidamber and Kemerer (CK) metrics. The methodology is validated empirically on a large open-source systemthe-the Eclipse project. The empirical results indicate that the CK metrics have threshold effects at various risk levels. We have validated the use of these thresholds on the next release of the Eclipse project-Version 2.1-using decision trees. In addition, the selected threshold values were more accurate than those were selected based on either intuitive perspectives or on data distribution parameters. Furthermore, the proposed model can be exploited to find the risk level for an arbitrary threshold value. These findings suggest that there is a relationship between risk levels and object-oriented metrics and that risk levels can be used to identify threshold effects. {\copyright} 2006 IEEE.",0,141,54
54,Software defect prediction using relational association rule mining,Association rule; Data mining; Defect prediction; Software engineering,"This paper focuses on the problem of defect prediction, a problem of major importance during software maintenance and evolution. It is essential for software developers to identify defective software modules in order to continuously improve the quality of a software system. As the conditions for a software module to have defects are hard to identify, machine learning based classification models are still developed to approach the problem of defect prediction. We propose a novel classification model based on relational association rules mining. Relational association rules are an extension of ordinal association rules, which are a particular type of association rules that describe numerical orderings between attributes that commonly occur over a dataset. Our classifier is based on the discovery of relational association rules for predicting whether a software module is or it is not defective. An experimental evaluation of the proposed model on the open source NASA datasets, as well as a comparison to similar existing approaches is provided. The obtained results show that our classifier overperforms, for most of the considered evaluation measures, the existing machine learning based techniques for defect prediction. This confirms the potential of our proposal. {\copyright} 2014 Elsevier Inc. All rights reserved.",0,141,55
55,Maintainability defects detection and correction: A multi-objective approach,By example; Effort; Maintainability defects; Multi-objective optimization; Search-based software engineering; Software maintenance,"Software defects often lead to bugs, runtime errors and software maintenance difficulties. They should be systematically prevented, found, removed or fixed all along the software lifecycle. However, detecting and fixing these defects is still, to some extent, a difficult, time-consuming and manual process. In this paper, we propose a two-step automated approach to detect and then to correct various types of maintainability defects in source code. Using Genetic Programming, our approach allows automatic generation of rules to detect defects, thus relieving the designer from a fastidious manual rule definition task. Then, we correct the detected defects while minimizing the correction effort. A correction solution is defined as the combination of refactoring operations that should maximize as much as possible the number of corrected defects with minimal code modification effort. We use the Non-dominated Sorting Genetic Algorithm (NSGA-II) to find the best compromise. For six open source projects, we succeeded in detecting the majority of known defects, and the proposed corrections fixed most of them with minimal effort. {\copyright} 2012 Springer Science+Business Media, LLC.",0,141,56
56,On the ability of complexity metrics to predict fault-prone classes in object-oriented systems,Complexity; Concordant pairs; Fault-prone; Logistic regression; Metrics; Odds ratio; Prediction,"Many studies use logistic regression models to investigate the ability of complexity metrics to predict fault-prone classes. However, it is not uncommon to see the inappropriate use of performance indictors such as odds ratio in previous studies. In particular, a recent study by Olague et al. uses the odds ratio associated with one unit increase in a metric to compare the relative magnitude of the associations between individual metrics and fault-proneness. In addition, the percents of concordant, discordant, and tied pairs are used to evaluate the predictive effectiveness of a univariate logistic regression model. Their results suggest that lesser known complexity metrics such as standard deviation method complexity (SDMC) and average method complexity (AMC) are better predictors than the two commonly used metrics: lines of code (LOC) and weighted method McCabe complexity (WMC). In this paper, however, we show that (1) the odds ratio associated with one standard deviation increase, rather than one unit increase, in a metric should be used to compare the relative magnitudes of the effects of individual metrics on fault-proneness. Otherwise, misleading results may be obtained; and that (2) the connection of the percents of concordant, discordant, and tied pairs with the predictive effectiveness of a univariate logistic regression model is false, as they indeed do not depend on the model. Furthermore, we use the data collected from three versions of Eclipse to re-examine the ability of complexity metrics to predict fault-proneness. Our experimental results reveal that: (1) many metrics exhibit moderate or almost moderate ability in discriminating between fault-prone and not fault-prone classes; (2) LOC and WMC are indeed better fault-proneness predictors than SDMC and AMC; and (3) the explanatory power of other complexity metrics in addition to LOC is limited. {\copyright} 2009 Elsevier Inc. All rights reserved.",0,141,57
57,International Consensus Statement on Allergy and Rhinology: Allergic Rhinitis,allergen extract; allergen immunotherapy; allergic rhinitis; allergy; antihistamine; asthma; atopic dermatitis; avoidance; biologic; cockroach; conjunctivitis; consensus; corticosteroid; cough; cromolyn; decongestant; environment; eosinophilic esophagitis; epicutaneous immunotherapy; epidemiology; evidence-based medicine; food allergy; genetics; house dust mite; IgE; immunoglobulin E; immunotherapy; inhalant allergy; leukotriene; microbiome; occupational rhinitis; omalizumab; pathophysiology; perennial; pet dander; pollen; probiotic; quality of life; rhinitis; rhinitis; rhinosinusitis; risk factor; saline; seasonal; sensitization; sinusitis; sleep; socioeconomic; specific IgE; subcutaneous immunotherapy; sublingual immunotherapy; systematic review; total IgE; transcutaneous immunotherapy; validated survey,"Background: Critical examination of the quality and validity of available allergic rhinitis (AR) literature is necessary to improve understanding and to appropriately translate this knowledge to clinical care of the AR patient. To evaluate the existing AR literature, international multidisciplinary experts with an interest in AR have produced the International Consensus statement on Allergy and Rhinology: Allergic Rhinitis (ICAR:AR). Methods: Using previously described methodology, specific topics were developed relating to AR. Each topic was assigned a literature review, evidence-based review (EBR), or evidence-based review with recommendations (EBRR) format as dictated by available evidence and purpose within the ICAR:AR document. Following iterative reviews of each topic, the ICAR:AR document was synthesized and reviewed by all authors for consensus. Results: The ICAR:AR document addresses over 100 individual topics related to AR, including diagnosis, pathophysiology, epidemiology, disease burden, risk factors for the development of AR, allergy testing modalities, treatment, and other conditions/comorbidities associated with AR. Conclusion: This critical review of the AR literature has identified several strengths; providers can be confident that treatment decisions are supported by rigorous studies. However, there are also substantial gaps in the AR literature. These knowledge gaps should be viewed as opportunities for improvement, as often the things that we teach and the medicine that we practice are not based on the best quality evidence. This document aims to highlight the strengths and weaknesses of the AR literature to identify areas for future AR research and improved understanding. {\copyright} 2018 ARS-AAOA, LLC",0,141,58
58,Imaging brain function with EEG: Advanced temporal and spatial analysis of electroencephalographic signals,,"The scalp and cortex lie like pages of an open book on which the cortex enciphers vast quantities of information and knowledge. They are recorded and analyzed as temporal and spatial patterns in the electroencephalogram and electrocorticogram. This book describes basic tools and concepts needed to measure and decipher the patterns extracted from the EEG and ECoG. This book emphasizes the need for single trial analysis using new methods and paradigms, as well as large, high-density spatial arrays of electrodes for pattern sampling. The deciphered patterns reveal neural mechanisms by which brains process sensory information into precepts and concepts. It describes the brain as a thermodynamic system that uses chemical energy to construct knowledge. The results are intended for use in the search for the neural correlates of intention, attention, perception and learning; in the design of human brain-computer interfaces enabling mental control of machines; and in exploring and explaining the physicochemical foundation of biological intelligence. {\copyright} Springer Science+Business Media New York 2013. All rights are reserved.",0,141,59
59,Short-term forecasting of high-speed rail demand: A hybrid approach combining ensemble empirical mode decomposition and gray support vector machine with real-world applications in China,Demand forecasting; Ensemble empirical mode decomposition (EEMD); Grey support vector machine (GSVM); High-speed rail (HSR); Hybrid model,"Short-term forecasting of high-speed rail (HSR) passenger flow provides daily ridership estimates that account for day-to-day demand variations in the near future (e.g., next week, next month). It is one of the most critical tasks in high-speed passenger rail planning, operational decision-making and dynamic operation adjustment. An accurate short-term HSR demand prediction provides a basis for effective rail revenue management. In this paper, a hybrid short-term demand forecasting approach is developed by combining the ensemble empirical mode decomposition (EEMD) and grey support vector machine (GSVM) models. There are three steps in this hybrid forecasting approach: (i) decompose short-term passenger flow data with noises into a number of intrinsic mode functions (IMFs) and a trend term; (ii) predict each IMF using GSVM calibrated by the particle swarm optimization (PSO); (iii) reconstruct the refined IMF components to produce the final predicted daily HSR passenger flow, where the PSO is also applied to achieve the optimal refactoring combination. This innovative hybrid approach is demonstrated with three typical origin-destination pairs along the Wuhan-Guangzhou HSR in China. Mean absolute percentage errors of the EEMD-GSVM predictions using testing sets are 6.7%, 5.1% and 6.5%, respectively, which are much lower than those of two existing forecasting approaches (support vector machine and autoregressive integrated moving average). Application results indicate that the proposed hybrid forecasting approach performs well in terms of prediction accuracy and is especially suitable for short-term HSR passenger flow forecasting. {\copyright} 2014 Elsevier Ltd.",0,141,60
60,Some code smells have a significant but small effect on faults,Defects; Software code smells,"We investigate the relationship between faults and five of Fowler et al.'s least-studied smells in code: Data Clumps, Switch Statements, Speculative Generality, Message Chains, and Middle Man. We developed a tool to detect these five smells in three open-source systems: Eclipse, ArgoUML, and Apache Commons. We collected fault data from the change and fault repositories of each system. We built Negative Binomial regression models to analyse the relationships between smells and faults and report the McFadden effect size of those relationships. Our results suggest that Switch Statements had no effect on faults in any of the three systems; Message Chains increased faults in two systems; Message Chains which occurred in larger files reduced faults; Data Clumps reduced faults in Apache and Eclipse but increased faults in ArgoUML; Middle Man reduced faults only in ArgoUML, and Speculative Generality reduced faults only in Eclipse. File size alone affects faults in some systems but not in all systems. Where smells did significantly affect faults, the size of that effect was small (always under 10 percent). Our findings suggest that some smells do indicate fault-prone code in some circumstances but that the effect that these smells have on faults is small. Our findings also show that smells have different effects on different systems. We conclude that arbitrary refactoring is unlikely to significantly reduce fault-proneness and in some cases may increase fault-proneness. {\copyright} 2014 ACM.",0,141,61
61,Self-organization in the olfactory system: One shot odor recognition in insects,Fan-in; Fan-out; Information coding; Olfaction; Pattern recognition; Synaptic convergence,"We show in a model of spiking neurons that synaptic plasticity in the mushroom bodies in combination with the general fan-in, fan-out properties of the early processing layers of the olfactory system might be sufficient to account for its efficient recognition of odors. For a large variety of initial conditions the model system consistently finds a working solution without any fine-tuning, and is, therefore, inherently robust. We demonstrate that gain control through the known feedforward inhibition of lateral horn interneurons increases the capacity of the system but is not essential for its general function. We also predict an upper limit for the number of odor classes Drosophila can discriminate based on the number and connectivity of its olfactory neurons.",0,141,62
62,An empirical study of just-in-time defect prediction using cross-project models,Empirical study; Software quality,"Prior research suggests that predicting defect-inducing changes, i.e., Just-In-Time (JIT) defect prediction is a more practical alternative to traditional defect prediction techniques, providing immediate feedback while design decisions are still fresh in the minds of developers. Unfortunately, similar to traditional defect prediction models, JIT models require a large amount of training data, which is not available when projects are in initial development phases. To address this flaw in traditional defect prediction, prior work has proposed cross-project models, i.e., models learned from older projects with sufficient history. However, cross-project models have not yet been explored in the context of JIT prediction. Therefore, in this study, we empirically evaluate the performance of JIT cross-project models. Through a case study on 11 open source projects, we find that in a JIT cross-project context: (1) high performance within-project models rarely perform well; (2) models trained on projects that have similar correlations between predictor and dependent variables often perform well; and (3) ensemble learning techniques that leverage historical data from several other projects (e.g., voting experts) often perform well. Our findings empirically confirm that JIT cross-project models learned using other projects are a viable solution for projects with little historical data. However, JIT cross-project models perform best when the data used to learn them is carefully selected. Copyright 2014 ACM.",0,141,63
63,Why Red Doesn't Sound Like A Bell: Understanding the feel of consciousness,Color perception; Feeling; Hearing; Seeing; Sensorimotor approach; Sensory experiences; Touch; Visual perception; Visual sensation,"This book proposes a novel view to explain how we as humans-contrary to current robots-can have the impression of consciously feeling things: for example the red of a sunset, the smell of a rose, the sound of a symphony, or a pain. The book starts off by looking at visual perception. Our ability to see turns out to be much more mysterious than one might think. The eye contains many defects which should seriously interfere with vision. Yet we have the impression of seeing the world in glorious panavision and technicolor. Explaining how this can be the case leads to a new idea about what seeing really is. Seeing is not passively receiving information in the brain, but rather a way of interacting with the world. The role of the brain is not to create visual sensation, but to enable the necessary interactions with the world. This new approach to seeing is extended in the second part of the book to encompass the other senses: hearing, touch, taste, and smell. Taking sensory experiences to be modes of interacting with the world explains why these experiences are different in the way they are. It also explains why thoughts or automatic functions in the body, and indeed the vast majority brain functions, are not accompanied by any real feeling. The ""sensorimotor"" approach is not simply a philosophical argument: It leads to scientifically verifiable predictions and new research directions. Among these are the phenomena of change blindness, sensory substitution, ""looked but failed to see"", as well as results on color naming and color perception and the localization of touch on the body. {\copyright} 2011 by Oxford University Press, Inc. All rights reserved.",0,141,64
64,Artificial immune multi-objective SAR image segmentation with fused complementary features,Artificial immune system; Clustering validity indices; Evolutionary computation; Feature fusion; Gabor filter; Gray level co-occurrence probability; Multi-objective optimization (MO); Single-objective optimization (SO),"Artificial immune systems (AIS) are the computational systems inspired by the principles and processes of the vertebrate immune system. AIS-based algorithms typically mimic the human immune system's characteristics of learning and adaptability to solve some complicated problems. Here, an artificial immune multi-objective optimization framework is formulated and applied to synthetic aperture radar (SAR) image segmentation. The important innovations of the framework are listed as follows: (1) an efficient and robust immune, multi-objective optimization algorithm is proposed, which has the features of adaptive rank clones and diversity maintenance by K-nearest-neighbor list; (2) besides, two conflicting, fuzzy clustering validity indices are incorporated into this framework and optimized simultaneously and (3) moreover, an effective, fused feature set for texture representation and discrimination is constructed and researched, which utilizes both the Gabor filter's ability to precisely extract texture features in low- and mid-frequency components and the gray level co-occurrence probability's (GLCP) ability to measure information in high-frequency. Two experiments with synthetic texture images and SAR images are implemented to evaluate the performance of the proposed framework in comparison with other five clustering algorithms: fuzzy C-means (FCM), single-objective genetic algorithm (SOGA), self-organizing map (SOM), wavelet-domain hidden Markov models (HMTseg), and spectral clustering ensemble (SCE). Experimental results show the proposed framework has obtained the better performance in segmenting SAR images than other five algorithms and behaves insensitive to the speckle noise. {\copyright} 2011 Elsevier Inc. All rights reserved.",0,141,65
65,Static analysis of android apps: A systematic literature review,,"Context Static analysis exploits techniques that parse program source code or bytecode, often traversing program paths to check some program properties. Static analysis approaches have been proposed for different tasks, including for assessing the security of Android apps, detecting app clones, automating test cases generation, or for uncovering non-functional issues related to performance or energy. The literature thus has proposed a large body of works, each of which attempts to tackle one or more of the several challenges that program analyzers face when dealing with Android apps. Objective We aim to provide a clear view of the state-of-the-art works that statically analyze Android apps, from which we highlight the trends of static analysis approaches, pinpoint where the focus has been put, and enumerate the key aspects where future researches are still needed. Method We have performed a systematic literature review (SLR) which involves studying 124 research papers published in software engineering, programming languages and security venues in the last 5 years (January 2011--December 2015). This review is performed mainly in five dimensions: problems targeted by the approach, fundamental techniques used by authors, static analysis sensitivities considered, android characteristics taken into account and the scale of evaluation performed. Results Our in-depth examination has led to several key findings: 1) Static analysis is largely performed to uncover security and privacy issues; 2) The Soot framework and the Jimple intermediate representation are the most adopted basic support tool and format, respectively; 3) Taint analysis remains the most applied technique in research approaches; 4) Most approaches support several analysis sensitivities, but very few approaches consider path-sensitivity; 5) There is no single work that has been proposed to tackle all challenges of static analysis that are related to Android programming; and 6) Only a small portion of state-of-the-art works have made their artifacts publicly available. Conclusion The research community is still facing a number of challenges for building approaches that are aware altogether of implicit-Flows, dynamic code loading features, reflective calls, native code and multi-threading, in order to implement sound and highly precise static analyzers. {\copyright} 2017 Elsevier B.V.",0,141,66
66,Studying just-in-time defect prediction using cross-project models,Defect prediction; Empirical study; Just-in-time prediction,"Unlike traditional defect prediction models that identify defect-prone modules, Just-In-Time (JIT) defect prediction models identify defect-inducing changes. As such, JIT defect models can provide earlier feedback for developers, while design decisions are still fresh in their minds. Unfortunately, similar to traditional defect models, JIT models require a large amount of training data, which is not available when projects are in initial development phases. To address this limitation in traditional defect prediction, prior work has proposed cross-project models, i.e., models learned from other projects with sufficient history. However, cross-project models have not yet been explored in the context of JIT prediction. Therefore, in this study, we empirically evaluate the performance of JIT models in a cross-project context. Through an empirical study on 11 open source projects, we find that while JIT models rarely perform well in a cross-project context, their performance tends to improve when using approaches that: (1) select models trained using other projects that are similar to the testing project, (2) combine the data of several other projects to produce a larger pool of training data, and (3) combine the models of several other projects to produce an ensemble model. Our findings empirically confirm that JIT models learned using other projects are a viable solution for projects with limited historical data. However, JIT models tend to perform best in a cross-project context when the data used to learn them are carefully selected. {\copyright} 2015, Springer Science+Business Media New York.",0,141,67
67,How do code refactorings affect energy usage?,code refactoring; empirical study; energy usage,"Context: Code refactoring's benefits to understandability, maintainability and extensibility are well known enough that automated support for refactoring is now common in IDEs. However, the decision to apply such transformations is currently performed without regard to the impacts of the refactorings on energy consumption. This is primarily due to a lack of information and tools to provide such relevant information to developers. Unfortunately, concerns about energy efficiency are rapidly becoming a high priority concern in many environments, including embedded systems, laptops, mobile devices, and data centers. Goal: We aim to address the lack of information about the energy efficiency impacts of code refactorings. Method: We conducted an empirical study to investigate the energy impacts of 197 applications of 6 commonly-used refactorings. Results: We found that refactorings can not only impact energy usage but can also increase and decrease the amount of energy used by an application. In addition, we also show that metrics commonly believed to correlate with energy usage are unlikely to be able to fully predict the impact of applying a refactoring. Conclusion: The results from this and similar studies could be used to augment IDEs to help software developers build more energy efficient software. {\copyright} 2014 ACM.",0,141,68
68,A Cooperative Parallel Search-Based Software Engineering Approach for Code-Smells Detection,code-smells; distributed evolutionary algorithms; Search-based software engineering; software quality,"We propose in this paper to consider code-smells detection as a distributed optimization problem. The idea is that different methods are combined in parallel during the optimization process to find a consensus regarding the detection of code-smells. To this end, we used Parallel Evolutionary algorithms (P-EA) where many evolutionary algorithms with different adaptations (fitness functions, solution representations, and change operators) are executed, in a parallel cooperative manner, to solve a common goal which is the detection of code-smells. An empirical evaluation to compare the implementation of our cooperative P-EA approach with random search, two single population-based approaches and two code-smells detection techniques that are not based on meta-heuristics search. The statistical analysis of the obtained results provides evidence to support the claim that cooperative P-EA is more efficient and effective than state of the art detection approaches based on a benchmark of nine large open source systems where more than 85 percent of precision and recall scores are obtained on a variety of eight different types of code-smells. {\copyright} 2014 IEEE.",0,141,69
69,Real-Time Systems Design and Analysis: Tools for the Practitioner,,"The leading text in the field explains step by step how to write software that responds in real time From power plants to medicine to avionics, the world increasingly depends on computer systems that can compute and respond to various excitations in real time. The Fourth Edition of Real-Time Systems Design and Analysis gives software designers the knowledge and the tools needed to create real-time software using a holistic, systems-based approach. The text covers computer architecture and organization, operating systems, software engineering, programming languages, and compiler theory, all from the perspective of real-time systems design. The Fourth Edition of this renowned text brings it thoroughly up to date with the latest technological advances and applications. This fully updated edition includes coverage of the following concepts: Multidisciplinary design challenges Time-triggered architectures Architectural advancements Automatic code generation Peripheral interfacing Life-cycle processes The final chapter of the text offers an expert perspective on the future of real-time systems and their applications. The text is self-contained, enabling instructors and readers to focus on the material that is most important to their needs and interests. Suggestions for additional readings guide readers to more in-depth discussions on each individual topic. In addition, each chapter features exercises ranging from simple to challenging to help readers progressively build and fine-tune their ability to design their own real-time software programs. Now fully up to date with the latest technological advances and applications in the field, Real-Time Systems Design and Analysis remains the top choice for students and software engineers who want to design better and faster real-time systems at minimum cost. {\copyright} 2012 the Institute of Electrical and Electronics Engineers, Inc.",0,141,70
